"site","ID","site_ID","quad","x","y","mark","Alive15","Alive16","Alive17","Alive18","Alive19","Alive20","Alive21","Alive22","Alive23","Alive24","Alive25","sur_15_16","sur_16_17","sur_17_18","sur_18_19","sur_19_20","sur_20_21","sur_21_22","sur_22_23","sur_23_24","sur_24_25","Alive15_tpry","Alive16_tpry","Alive17_tpry","Alive18_tpry","Alive19_tpry","Alive20_tpry","Alive21_tpry","Alive22_tpry","Alive23_tpry","Alive24_tpry","Alive25_tpry","sur_15_16_tpry","sur_16_17_tpry","sur_17_18_tpry","sur_18_19_tpry","sur_19_20_tpry","sur_20_21_tpry","sur_21_22_tpry","sur_22_23_tpry","sur_23_24_tpry","sur_24_25_tpry","X","Date_Marked2015","N15","L15","size15","CT15","FR15","DT15","Notes15","Comm15","libsur15_16","consur15_16","Total.leaves.including.brown.ones2015","N.DEAD15","date16","N16","L16","size16","CT16","FR16","DT16","Notes16","Comm16","libsur16_17","consur16_17","date17","N17","L17","size17","CT17","FR17","DT17","Notes17","Comm17","libsur17_18","consur17_18","N18","L18","size18","FR18","Notes18","Comm18","include.in.19.census","N19","L19","FR19","Notes19","Comm19","size19","N20","L20","FR20","FLW20","Notes20","Comm20","size20","N21","L21","FR21","FLW21","Notes21","Comm21","size21","N22","L22","FR22","FLW22","Notes22","Comm22","Measurer22","size22","N23","L23","FR23","FLW23","Notes23","Comm23","Measurer23","size23","N24","L24","FR24","FLW24","Note24","Comm24","size24","N25","L25","FR25","FLW25","Note25","Comm25","size25"
"GSP-BI","200","GSP-BI_200","west","43","38","bp",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","28","84","0",NA,NA,"Y","4","180",NA,NA,NA,"720",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","201","GSP-BI_201","W","45","24","gp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12","48","0",NA,NA,"Y","3","17",NA,NA,NA,"51","3","10",NA,NA,NA,NA,"30","6","27",NA,NA,NA,NA,"162","3","10","4","4",NA,NA,"nzk","30","1","12",NA,NA,NA,NA,"nzk","12","3","55","10",NA,NA,NA,"165","2","41","","","","","82"
"GSP-BI","202","GSP-BI_202","W","46","10","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","20","60","5",NA,NA,"Y","1","15",NA,NA,NA,"15","5","20",NA,NA,NA,NA,"100","6","20","7","9",NA,"inf imm","120","0",NA,NA,NA,NA,"inf herb, new lvs","nzk","0","3","31",NA,NA,NA,NA,"nzk","93",NA,NA,NA,NA,"mpd24",NA,NA,"7","76","","","","not mpd","532"
"GSP-BI","18.5.","GSP-BI_18.5.","W","47","10","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6","24","0",NA,NA,"Y","6","12",NA,NA,NA,"72","5","23",NA,NA,NA,NA,"115","2","24",NA,NA,NA,NA,"48","2","12",NA,NA,NA,NA,"nzk","24","2","11",NA,NA,NA,NA,"nzk","22","2","29","7",NA,NA,NA,"58","5","31","","","","","155"
"GSP-BI","203","GSP-BI_203","W","47","24","wp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","14","56","0",NA,NA,"Y","1","10","1",NA,NA,"10","6","32",NA,NA,NA,NA,"192","5","46",NA,NA,NA,"qns0-25","230","3","8","5","6",NA,"qns0-25","nzk","24","1","26",NA,NA,NA,"qs0-25","nzk","26","3","15","5","2",NA,"qns0-25","45","4","19","","","","qs0-25, no new","76"
"GSP-BI","204","GSP-BI_204","west","48","23","rp",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,"qs0-25","Y",NA,NA,NA,"dead19?","qns25-0","0",NA,NA,NA,NA,"dead19","qns25-0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","18.6.","GSP-BI_18.6.","W","52","46","wh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","24","144","0",NA,NA,"Y",NA,NA,NA,"dead19?","PresAlive19","0","2","19",NA,NA,NA,NA,"38","6","21",NA,NA,NA,NA,"126","3","15",NA,NA,NA,NA,"nzk","45","1","11",NA,NA,NA,NA,"nzk","11","1","20","5",NA,NA,NA,"20","4","30","","","","","120"
"GSP-BI","18.7.","GSP-BI_18.7.","W","54","25","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","17","68","0",NA,"seedling","Y","4","15",NA,NA,NA,"60","3","34",NA,NA,NA,NA,"102","3","50",NA,NA,NA,NA,"150",NA,NA,NA,NA,"dead22","PresAlive22","nzk","0","1","10",NA,NA,NA,NA,"nzk","10","8","18",NA,NA,NA,NA,"144","8","19","","","","","152"
"GSP-BI","18.10.","GSP-BI_18.10.","west","54","47","yd",NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","35","140","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","205","GSP-BI_205","west","56","4","yh",NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","13","39","0",NA,"qs50-75","Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","206","GSP-BI_206","west","57","32","gh",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","14","8",NA,NA,"Y","0",NA,NA,NA,"sen","0",NA,NA,NA,NA,"mpd20",NA,"0",NA,NA,NA,NA,"dead21",NA,"0",NA,NA,NA,NA,"dead21",NA,"nzk","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","18.11.","GSP-BI_18.11.","W","57","45","gd",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","17","51","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","6","38",NA,NA,NA,NA,"228","6","42",NA,NA,NA,NA,"252","0",NA,NA,NA,NA,"sen","nzk","0","6","19",NA,NA,NA,NA,"nzk","114","5","9","6",NA,NA,NA,"45","6,8","13,14","","","2ros","was 1ros","196"
"GSP-BI","207","GSP-BI_207","west","60","39","rh",NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","22","132","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","18.8.","GSP-BI_18.8.","W","60","42","rp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","74","888","0",NA,NA,"Y","6","54",NA,NA,NA,"324","8","32",NA,NA,NA,NA,"256","11","56",NA,NA,NA,NA,"616","1","11","6","7",NA,NA,"nzk","11","2","24",NA,NA,NA,NA,"nzk","48","3","61","5",NA,NA,NA,"183","4,7","28,8","","","","2ros","308"
"GSP-BI","208","GSP-BI_208","W","61","33","yp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","95","285","0",NA,NA,"Y","4","38",NA,NA,NA,"152","5","35",NA,NA,NA,NA,"175","7","30",NA,NA,NA,NA,"210","4","26",NA,NA,NA,NA,"nzk","104","1","21",NA,NA,NA,"tp was yh","nzk","21","3","11","5",NA,NA,NA,"33","0","","","","","m25","0"
"GSP-BI","209","GSP-BI_209","west","61","41","bh",NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","23","138","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","18.9.","GSP-BI_18.9.","W","61","45","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","30","120","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","4","23",NA,NA,NA,NA,"92","1","48","4","6",NA,"fr. Done","48","2","12",NA,NA,NA,NA,"nzk","24","2","27",NA,NA,NA,NA,"nzk","54","7","25",NA,NA,NA,NA,"175","6","51","","","","","306"
"GSP-BI","213","GSP-BI_213","west","63","26","gp",NA,NA,NA,1,"1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,1,"1","1","1","0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,"1731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","19","114","0",NA,"old x=64 old y=30","Y","3","12",NA,NA,NA,"36","4","30",NA,NA,NA,NA,"120","4","4",NA,NA,NA,NA,"16",NA,NA,NA,NA,"dead22",NA,"nzk","0",NA,NA,NA,NA,"dead22",NA,"nzk","0",NA,NA,NA,NA,"dead22","nail pulled",NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","214","GSP-BI_214","W","65","23","oh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","40","240","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","1","20",NA,NA,NA,NA,"20","6","20",NA,NA,NA,NA,"120","4","14",NA,NA,NA,NA,"nzk","56","1","5",NA,NA,NA,NA,"nzk","5","9","13",NA,NA,NA,NA,"117","5","29","","","","","145"
"GSP-BI","211","GSP-BI_211","W","65","30","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","67","335","0",NA,"old x=63 old y=23","Y","0",NA,NA,NA,"sen","0","3","31",NA,NA,NA,NA,"93","3","52",NA,NA,NA,NA,"156","1","6","2","2",NA,"inf broken","nzk","6",NA,NA,NA,NA,"dead23",NA,"nzk","0",NA,NA,NA,NA,"dead23",NA,NA,"7","45","","","","xy unc; not on ds","315"
"GSP-BI","18.12.","GSP-BI_18.12.","W","65","40","bp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","8","32","0",NA,"seedling","Y","4","22",NA,NA,NA,"88","3","25",NA,NA,NA,NA,"75","4","18",NA,NA,NA,"qs50-75","72","9","23",NA,NA,NA,NA,"nzk","207","2","16",NA,NA,NA,NA,"nzk","32","3","5",NA,NA,NA,NA,"15","7","31","","","","","217"
"GSP-BI","215","GSP-BI_215","west","65","49","gh",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","42","336","0",NA,"1 stem eaten","Y","0",NA,"6",NA,"sen","0",NA,NA,NA,NA,"mpd20",NA,"0",NA,NA,NA,NA,"mpd20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","216","GSP-BI_216","west","66","38","yp",NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","22","88","0",NA,NA,"Y",NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","217","GSP-BI_217","W","67","16","rh",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","27","216","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","2","16",NA,NA,NA,NA,"32","7","19",NA,NA,NA,NA,"133","5","23",NA,NA,NA,NA,"nzk","115","2","8",NA,NA,NA,NA,"nzk","16",NA,NA,NA,NA,"mpd24",NA,NA,"6","30","","","","not mpd","180"
"GSP-BI","218","GSP-BI_218","west","68","18","bh",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","17","68","0",NA,NA,"Y","0",NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","219","GSP-BI_219","W","68","36","od",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","12","36","3",NA,NA,"Y","2","12",NA,NA,NA,"24","4","23",NA,NA,NA,NA,"92","4","27",NA,NA,NA,NA,"108","2","18",NA,NA,NA,"tp was op","nzk","36","1","8",NA,NA,NA,"tp was rp","nzk","8","2","9","4",NA,NA,NA,"18","5","17","","","","","85"
"GSP-BI","220","GSP-BI_220","W","71","23","wp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","51","255","0",NA,"1 stem removed","Y","0",NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead20","PresAlive20","0",NA,NA,NA,NA,"dead20","PresAlive21","0","6","11",NA,NA,NA,"tp found, ID=220?; 2022 field est x,y = 61,43","nzk","66","3","8",NA,NA,"bew unm pl R","oldx,y=69,21","nzk","24","5","9",NA,NA,"!unm pl R",NA,"45","3","19","","","!unm pl R","","57"
"GSP-BI","221","GSP-BI_221","W","70","39","wd",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,"1741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","23","161","0",NA,NA,"Y","1","11",NA,NA,NA,"11","2","15",NA,NA,NA,NA,"30","3","17",NA,NA,NA,NA,"51",NA,NA,NA,NA,"mpd22","PresAlive22","nzk","0","2","17",NA,NA,NA,"tp was wh","nzk","34",NA,NA,NA,NA,NA,"sen",NA,"0","","","","","","0"
"GSP-BI","222","GSP-BI_222","west","71","36","rp",NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0",NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,"1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","27","135","0",NA,NA,"Y","0",NA,NA,NA,"sen","0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSP-BI","223","GSP-BI_223","W","72","24","gp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","18","90","6",NA,NA,"Y","2","18",NA,NA,NA,"36","6","28",NA,NA,NA,NA,"168","2","43","2","4",NA,"inf imm","86","6, 6","37, 12",NA,NA,"2ros","inf herb","nzk","588","2, 2","7, 5",NA,NA,"2ros",NA,"nzk","48","7, 4","10, 16","7",NA,"2ros",NA,"176","5,6","27,24","","","2ros","","297"
"GSP-BI","224","GSP-BI_224","W","72","28","op",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","10","30","0",NA,NA,"Y","0",NA,NA,NA,"sen","0","4","10",NA,NA,NA,"new lvs","40","9","17",NA,NA,NA,NA,"153","7","11",NA,NA,NA,NA,"nzk","77","3","9",NA,NA,NA,NA,"nzk","27","6","14",NA,NA,NA,NA,"84","7","20","","","","","140"
"GSP-BI","18.13.","GSP-BI_18.13.","W","72","32","yp",NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,"1","1","1","1","1","1","1",NA,NA,NA,1,1,1,1,1,1,1,"1745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","17","136","0",NA,NA,"Y","6","21",NA,NA,NA,"126","5","13",NA,NA,NA,NA,"65","9","23",NA,NA,NA,NA,"207","5","11",NA,NA,NA,NA,"nzk","55","3","11",NA,NA,NA,NA,"nzk","33","4","11","6",NA,NA,NA,"44","8","22","","","","","176"
