x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
20,10,bc,IA_302,IA,302,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,10,5,0,0,NA,sdl; new16,1,NA,NA,NA,NA,NA,NA,NA,NA,Dead17,Cannot find; PresAlive17,1,NA,NA,NA,NA,NA,Dead17; disc,PresAlive18,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,15,bd,IA_48,IA,48,5,26-May,7,92,644,1,9,0,NA,NA,1,1,NA,NA,26-May,1,23,23,1,5,3,NA,NA,1,1,26-May,6,28,168,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,23,ws,IA_47,IA,47,5,26-May,9,54,486,1,0,0,NA,NA,1,1,NA,NA,26-May,6,31,186,2,0,1,NA,"fruiting stalk present, top herb.",1,1,26-May,6,42,252,1,0,2,NA,Replaced toothpick,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,6,wh,IA_379,IA,379,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,6,10,60,0,0,0,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,17,gc,IA_380,IA,380,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,7,18,126,0,0,0,NA,new17,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,rs,IA_42,IA,42,5,26-May,8,26,208,3,0,1,NA,1 prey in trap,1,1,NA,NA,26-May,6,55,330,2,0,0,NA,NA,1,1,26-May,6,26,156,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,12,gs,IA_46,IA,46,5,26-May,8,85,680,2,9,0,NA,NA,1,1,NA,NA,26-May,7,58,406,5,13,1,NA,NA,1,1,26-May,8,102,816,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,27,ys,IA_43,IA,43,5,26-May,11,38,418,6,0,0,NA,NA,1,1,NA,NA,26-May,8,34,272,3,2,0,NA,NA,1,1,26-May,10,24,240,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,11,wc,IA_45,IA,45,5,26-May,11,21,231,3,0,0,NA,NA,1,1,NA,NA,26-May,5,29,145,1,0,3,NA,NA,1,1,26-May,8,20,160,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,12,rc,IA_44,IA,44,5,26-May,8,22,176,2,0,1,NA,NA,1,1,NA,NA,26-May,6,30,180,3,4,0,NA,NA,1,1,26-May,4,35,140,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,disc,NA,N,NA,NA,NA,disc19 quad 5,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,bd,IA_308,IA,308,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,24,1,0,0,NA,sdl; new16,1,1,26-May,6,3,18,0,0,0,NA,Replaced tp,NA,NA,NA,NA,NA,NA,disc,missing tank dam,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,op,IA_310,IA,310,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,65,6,0,2,NA,sdl; new16,1,1,26-May,7,13,91,0,0,3,NA,NA,1,1,4,13,52,0,quad 6 x=250 on tape,NA,Y,NA,NA,NA,"quad 6 x=250 on tape; mpd19, disc?",trampled,0,0,NA,NA,NA,NA,quad 6 x=250 on tape; mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,wh,IA_306,IA,306,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,16,2,0,2,NA,sdl; new16,1,1,26-May,7,22,154,2,0,1,NA,NA,1,1,7,15,105,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,ys,IA_307,IA,307,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,15,1,0,0,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,Dead17,NA,NA,NA,NA,NA,NA,NA,dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,19,op,IA_53,IA,53,6,26-May,2,35,70,8,0,0,NA,NA,1,1,NA,NA,26-May,6,60,360,3,0,0,NA,NA,1,1,26-May,3,33,99,0,0,2,NA,NA,1,1,3,38,114,0,NA,tramp,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3,gh,IA_305,IA,305,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,15,3,0,0,NA,sdl; new16,1,1,26-May,4,12,48,1,0,1,NA,NA,1,1,6,12,72,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,12,rh,IA_309,IA,309,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,40,2,0,0,NA,sdl; new16,1,1,26-May,5,11,55,0,0,2,NA,NA,1,1,4,15,60,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,21,rp,IA_63,IA,63,6,26-May,6,64,384,3,7,1,NA,NA,1,1,NA,NA,26-May,6,61,366,2,0,0,NA,NA,1,1,26-May,5,52,260,3,0,0,NA,NA,1,1,4,105,420,0,NA,NA,Y,0,NA,NA,disc?,new lvs,NA,0,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,30,bh,IA_64,IA,64,6,26-May,6,73,438,2,4,0,NA,NA,1,1,NA,NA,26-May,4,96,384,3,0,2,NA,NA,1,1,26-May,1,51,51,0,7,0,NA,NA,1,1,2,85,170,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,11,wh,IA_381,IA,381,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,4,13,52,1,0,3,NA,new17,1,1,4,12,48,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,13,rh,IA_61,IA,61,6,26-May,9,38,342,6,15,0,NA,NA,1,1,NA,NA,26-May,5,19,95,2,14,1,NA,NA,1,1,26-May,8,30,240,3,0,2,NA,NA,1,1,6,30,180,0,NA,NA,Y,NA,NA,NA,"mpd19, disc?",trampled,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,14,bs,IA_62,IA,62,6,26-May,7,19,133,2,0,0,NA,NA,1,1,NA,NA,26-May,6,25,150,6,0,0,NA,NA,1,1,26-May,5,8,40,0,0,3,NA,NA,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,"mpd18, disc?",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,15,yp,IA_60,IA,60,6,26-May,7,26,182,0,0,1,NA,NA,1,1,NA,NA,26-May,4,29,116,1,0,1,NA,NA,1,1,26-May,5,16,80,1,0,2,NA,NA,1,1,5,19,95,0,NA,NA,Y,1,18,NA,NA,NA,1,18,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,47,wp,IA_56,IA,56,6,26-May,9,82,738,5,9,0,NA,NA,1,1,NA,NA,26-May,5,85,425,2,11,0,NA,NA,1,1,26-May,4,26,104,2,0,0,NA,Fruit Stalk Broken Off,1,1,3,36,108,0,NA,tramp,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,disc quad 6; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,39,bh,IA_18.4.,IA,18.4.,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,27,0,NA,new,Y,1,15,NA,NA,"no nail, same pl?",1,15,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,42,yh,IA_55,IA,55,6,26-May,7,78,546,2,0,0,NA,1 prey in trap,1,1,NA,NA,26-May,3,23,69,2,6,1,NA,NA,1,1,26-May,5,26,130,3,0,0,NA,NA,1,1,6,31,186,0,NA,tramp,Y,2,27,NA,NA,NA,1,54,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,9,oh,IA_58,IA,58,6,26-May,8,69,552,4,0,0,NA,NA,1,1,NA,NA,26-May,4,70,280,1,0,3,NA,NA,1,1,26-May,6,70,420,0,0,6,NA,NA,1,1,3,73,219,6,NA,qs 25-50,Y,6,71,5,NA,NA,1,426,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,18,wh,IA_57,IA,57,6,26-May,9,33,297,7,13,0,NA,NA,1,1,NA,NA,26-May,9,24,216,4,0,0,NA,2 herb.,1,1,26-May,8,24,192,0,0,3,NA,NA,1,1,5,62,310,0,NA,1 stalk eaten no tp same pl?,Y,3,34,4,NA,NA,1,102,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,41,gh,IA_54,IA,54,6,26-May,5,58,290,1,0,0,NA,NA,1,1,NA,NA,26-May,6,63,378,3,5,0,NA,NA,1,1,26-May,6,114,684,1,0,2,NA,NA,1,1,5,42,210,0,NA,tramp,Y,2,20,NA,NA,NA,1,40,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2,yh,IA_59,IA,59,6,26-May,NA,45,NA,8,17,0,NA,NA,1,1,NA,NA,26-May,7,35,245,3,19,3,NA,NA,1,1,26-May,7,69,483,3,0,3,NA,NA,1,1,4,48,192,6,NA,was od,Y,7,41,NA,NA,NA,1,287,NA,NA,NA,NA,NA,disc quad 6; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,12,yp,IA_313,IA,313,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,70,3,0,0,NA,sdl; new16,1,1,26-May,5,12,60,2,0,2,NA,NA,1,1,4,16,64,0,quad 7 x=300 on tape,NA,Y,NA,NA,NA,"quad 7 x=300 on tape, mpd19",NA,0,0,NA,NA,NA,NA,"quad 7 x=300 on tape, mpd19",disc quad 7; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,15,gc,IA_314,IA,314,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,54,4,0,1,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,Dead17?,NA,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,bd,IA_312,IA,312,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,8,4,0,0,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,Dead17?,NA,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,30,gh,IA_384,IA,384,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,9,9,81,2,0,1,NA,new17,1,1,3,10,30,0,NA,NA,Y,NA,NA,NA,mpd19,NA,0,0,NA,NA,NA,NA,mpd19,disc quad 7; 4wd damage,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,20,wh,IA_315,IA,315,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,20,3,0,0,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,Dead17?,NA,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,44,gh,IA_65,IA,65,7,26-May,7,63,441,3,0,0,NA,NA,1,1,NA,NA,26-May,4,80,320,1,3,1,NA,NA,1,1,26-May,3,79,237,0,0,0,NA,NA,1,1,1,34,34,0,NA,NA,Y,8,66,NA,NA,NA,1,528,NA,NA,NA,NA,NA,disc quad 7; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,rh,IA_311,IA,311,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,40,2,0,0,NA,sdl; new16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,forgot to look for,NA,NA,NA,NA,NA,NA,mpd18,NA,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,24,os,IA_316,IA,316,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,40,0,0,0,NA,sdl; new16,0,0,NA,NA,NA,NA,NA,NA,NA,Dead17?,NA,NA,NA,NA,NA,NA,NA,Dead17,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,40,bp,IA_79,IA,79,7,26-May,6,11,66,2,0,0,NA,NA,1,1,NA,NA,26-May,7,8,56,3,0,0,NA,NA,1,1,26-May,5,15,75,0,0,3,NA,NA,1,1,2,28,56,0,NA,tramp,Y,3,22,NA,NA,NA,1,66,NA,NA,NA,NA,NA,disc quad 7; 4wd damage,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0,od,IA_68,IA,68,7,26-May,6,75,450,1,0,0,NA,NA,1,1,NA,NA,26-May,2,6,12,0,12,1,NA,NA,1,1,26-May,3,13,39,0,0,2,NA,NA,0,0,NA,NA,NA,NA,dead18,tramp,Y,NA,NA,NA,dead18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,27,bd,IA_66,IA,66,7,26-May,8,33,264,4,0,0,NA,NA,1,1,NA,NA,26-May,7,62,434,2,0,0,NA,NA,1,1,26-May,5,76,380,4,0,1,NA,NA,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,13,yh,IA_67,IA,67,7,26-May,7,68,476,2,0,0,NA,NA,1,1,NA,NA,26-May,3,29,87,1,10,0,NA,NA,1,1,26-May,2,54,108,2,0,0,NA,NA,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,42,rh,IA_78,IA,78,7,26-May,6,19,114,0,0,0,NA,NA,1,1,NA,NA,26-May,7,33,231,2,0,1,NA,NA,1,1,26-May,5,27,135,1,0,2,NA,NA,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3,rh,IA_382,IA,382,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,4,17,68,2,0,1,NA,new17,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,39,bd,IA_383,IA,383,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May,2,13,26,2,0,0,NA,new17,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,8,gs,IA_317,IA,317,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,40,5,0,0,NA,sdl; new16,1,1,26-May,4,11,44,2,0,1,NA,NA,0,0,NA,NA,NA,NA,dead18,NA,Y,NA,NA,NA,dead18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,9,yd,IA_70,IA,70,7,26-May,5,36,180,2,10,0,NA,NA,1,1,NA,NA,26-May,5,32,160,0,9,1,NA,NA,1,1,26-May,3,44,132,0,0,1,NA,NA,0,0,NA,NA,NA,NA,mpd18,tramp,Y,NA,NA,NA,mpd18,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
